Set,Temperature_RMSE,Temperature_MAE,Temperature_R2,Humidity_RMSE,Humidity_MAE,Humidity_R2
TRAIN,1.0501684371056617,0.7902235165217496,0.9794928216963691,6.274515200992959,4.581882172151696,0.855821296305987
VALIDATION,1.4607506116272932,1.089842563204876,0.971622377920197,8.98556413019024,7.032132681915026,0.7944076709912887
TEST,2.4968921191669917,1.7745184234544271,0.9534849047366757,8.535546808502268,6.6996788994672425,0.724302935967882
